Disaster Type,Location,Checklist Type,Household Size,Disaster Kit Owned,Know flood evacuation routes,Have waterproof bags for documents,First aid kit ready,Food & water supplies,Follow flood alerts,Elevated electrical appliances,Flood insurance taken,Practiced flood drill,Emergency contact numbers known,Nearby shelters identified,Awareness Score,Secured heavy furniture,Learned how to turn off utilities,Prepared evacuation plan,Kept shoes and flashlight beside bed,Important documents accessible,Practiced earthquake drill,Know nearest safe zone,Know region's seismic history,Monitored slope signs,Retaining walls checked,Evacuation plan ready,Drainage paths cleared,Important items secured,Followed weather updates,Practiced landslide drill,Avoided unstable ground,Rainwater harvesting in place,Water usage optimized,Stored water for drinking,Drip irrigation used,Drought-resilient crops selected,Emergency water plan,Family informed of drought coping methods,Local drought alerts followed,Check wells and pumps,Stored food,Trimmed trees and shrubs,Secured outdoor objects,Emergency kit ready,Listened to storm warnings,Safe room identified,Power backups ready,Important papers waterproofed,Mock drill done,Emergency contacts updated,Reinforced windows and doors,Tree branches trimmed,Evacuation kit ready,Important documents secured,Battery-operated radio available,Cyclone alerts followed,Family trained on safety steps,Water storage prepared,Hydration plan followed,Access to cool areas,Avoided outdoor work during peak hours,First aid for heatstroke known,Family educated on symptoms,Fans and AC functional,Windows shaded,Light cotton clothes used,Followed heatwave alerts,Mock drill conducted,Warm clothing ready,Heaters in safe condition,Insulated home,Backup heating source,Family trained for cold exposure,Medical needs addressed,Pets prepared,Followed cold alerts,Gas masks and filters ready,Important documents safe,Community drill participated,Know local industry risks,Safe routes identified,Family trained,Government alerts followed,Nearby hospitals listed,Toxic leak evacuation plan,Preparedness Level,Checklist Completion %,Risk Tier
Cold Wave,Jharkhand,Cold Wave Checklist,10,0,,,,1.0,,,,,0.0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,40.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,8,0,,,,0.0,,,,,1.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,9,0,,,,0.0,,,,,1.0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,70.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,6,1,,,,1.0,,,,,0.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,8,0,,,,0.0,,,,,0.0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,40.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,9,1,,,,1.0,,,,,1.0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,60.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,5,0,,,,0.0,,,,,0.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Needs Urgent Prep,30.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,6,1,,,,1.0,,,,,0.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,6,1,,,,0.0,,,,,0.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,Needs Urgent Prep,30.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,5,0,,,,0.0,,,,,1.0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,40.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,9,1,,,,1.0,,,,,1.0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,70.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,2,0,,,,0.0,,,,,1.0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,60.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,9,0,,,,1.0,,,,,1.0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,70.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,8,1,,,,1.0,,,,,0.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,Needs Urgent Prep,30.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,1,1,,,,1.0,,,,,1.0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,70.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,8,0,,,,0.0,,,,,0.0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,70.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,7,0,,,,0.0,,,,,0.0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,40.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,2,0,,,,1.0,,,,,1.0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,70.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,5,0,,,,0.0,,,,,1.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,7,0,,,,1.0,,,,,1.0,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,Well Prepared,90.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,6,1,,,,0.0,,,,,1.0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,40.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,10,0,,,,0.0,,,,,1.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,1,0,,,,0.0,,,,,0.0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,40.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,3,1,,,,0.0,,,,,0.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,3,0,,,,1.0,,,,,1.0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,70.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,7,1,,,,1.0,,,,,1.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,1,1,,,,1.0,,,,,1.0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,70.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,8,1,,,,0.0,,,,,0.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Needs Urgent Prep,30.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,9,1,,,,1.0,,,,,1.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,2,0,,,,0.0,,,,,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Needs Urgent Prep,30.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,10,0,,,,0.0,,,,,0.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,10,1,,,,0.0,,,,,0.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Needs Urgent Prep,30.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,2,0,,,,0.0,,,,,1.0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,60.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,8,1,,,,1.0,,,,,1.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,1,0,,,,0.0,,,,,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,Needs Urgent Prep,30.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,4,1,,,,1.0,,,,,1.0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,70.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,8,0,,,,0.0,,,,,0.0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,60.0,Low
Cold Wave,Jharkhand,Cold Wave Checklist,8,1,,,,0.0,,,,,1.0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,60.0,Low
Cold Wave,Punjab,Cold Wave Checklist,9,1,,,,1.0,,,,,1.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Punjab,Cold Wave Checklist,8,1,,,,1.0,,,,,0.0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,40.0,Low
Cold Wave,Punjab,Cold Wave Checklist,1,0,,,,1.0,,,,,1.0,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,Well Prepared,100.0,Low
Cold Wave,Punjab,Cold Wave Checklist,9,0,,,,0.0,,,,,0.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Punjab,Cold Wave Checklist,3,0,,,,0.0,,,,,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Needs Urgent Prep,10.0,Low
Cold Wave,Punjab,Cold Wave Checklist,8,1,,,,1.0,,,,,1.0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,60.0,Low
Cold Wave,Punjab,Cold Wave Checklist,4,1,,,,1.0,,,,,0.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Punjab,Cold Wave Checklist,6,0,,,,1.0,,,,,1.0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,Well Prepared,80.0,Low
Cold Wave,Punjab,Cold Wave Checklist,7,1,,,,1.0,,,,,1.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Punjab,Cold Wave Checklist,10,0,,,,0.0,,,,,0.0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,40.0,Low
Cold Wave,Punjab,Cold Wave Checklist,7,0,,,,1.0,,,,,0.0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,60.0,Low
Cold Wave,Punjab,Cold Wave Checklist,9,0,,,,1.0,,,,,1.0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,40.0,Low
Cold Wave,Punjab,Cold Wave Checklist,6,1,,,,1.0,,,,,0.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,Needs Urgent Prep,30.0,Low
Cold Wave,Punjab,Cold Wave Checklist,5,1,,,,1.0,,,,,1.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Punjab,Cold Wave Checklist,8,0,,,,1.0,,,,,1.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Punjab,Cold Wave Checklist,9,1,,,,0.0,,,,,1.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Punjab,Cold Wave Checklist,9,1,,,,0.0,,,,,1.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Punjab,Cold Wave Checklist,8,1,,,,1.0,,,,,0.0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,40.0,Low
Cold Wave,Punjab,Cold Wave Checklist,6,1,,,,0.0,,,,,1.0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,40.0,Low
Cold Wave,Punjab,Cold Wave Checklist,1,0,,,,0.0,,,,,0.0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,40.0,Low
Cold Wave,Punjab,Cold Wave Checklist,6,0,,,,1.0,,,,,1.0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,70.0,Low
Cold Wave,Punjab,Cold Wave Checklist,6,0,,,,1.0,,,,,1.0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,70.0,Low
Cold Wave,Punjab,Cold Wave Checklist,5,1,,,,0.0,,,,,1.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Punjab,Cold Wave Checklist,2,0,,,,0.0,,,,,0.0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,40.0,Low
Cold Wave,Punjab,Cold Wave Checklist,6,0,,,,0.0,,,,,1.0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,60.0,Low
Cold Wave,Punjab,Cold Wave Checklist,4,1,,,,0.0,,,,,0.0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,40.0,Low
Cold Wave,Punjab,Cold Wave Checklist,6,1,,,,0.0,,,,,1.0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,40.0,Low
Cold Wave,Punjab,Cold Wave Checklist,10,1,,,,1.0,,,,,1.0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,60.0,Low
Cold Wave,Punjab,Cold Wave Checklist,7,1,,,,1.0,,,,,0.0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,60.0,Low
Cold Wave,Punjab,Cold Wave Checklist,8,0,,,,0.0,,,,,0.0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,40.0,Low
Cold Wave,Punjab,Cold Wave Checklist,9,0,,,,1.0,,,,,1.0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,60.0,Low
Cold Wave,Punjab,Cold Wave Checklist,9,1,,,,0.0,,,,,0.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Punjab,Cold Wave Checklist,2,1,,,,0.0,,,,,0.0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,70.0,Low
Cold Wave,Punjab,Cold Wave Checklist,7,0,,,,0.0,,,,,1.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Punjab,Cold Wave Checklist,9,0,,,,1.0,,,,,1.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Punjab,Cold Wave Checklist,2,1,,,,0.0,,,,,1.0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,40.0,Low
Cold Wave,Punjab,Cold Wave Checklist,8,1,,,,1.0,,,,,1.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,50.0,Low
Cold Wave,Punjab,Cold Wave Checklist,5,1,,,,0.0,,,,,0.0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,40.0,Low
Cold Wave,Punjab,Cold Wave Checklist,6,0,,,,0.0,,,,,0.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,Needs Urgent Prep,30.0,Low
Cold Wave,Punjab,Cold Wave Checklist,5,0,,,,1.0,,,,,1.0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,60.0,Low
Cold Wave,Punjab,Cold Wave Checklist,1,1,,,,1.0,,,,,0.0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,Moderately Prepared,70.0,Low
